scenario_name,scenario_category,expected_algorithm,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,diversity_penalty,diversity_bonus,base_success_prob,timestamp
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.097877264022827,False,156.12,0.79,0.2,0.0,0.35,2025-12-10T11:43:50.101188
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1550071239471436,False,133.71,0.84,0.2,0.0,0.35,2025-12-10T11:43:58.489167
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.105861663818359,True,41.56,0.79,0.2,0.0,0.35,2025-12-10T11:44:06.837788
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.108487129211426,False,149.44,0.79,0.2,0.0,0.35,2025-12-10T11:44:15.204555
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1425793170928955,False,262.79,1.0,0.25,0.0,0.3,2025-12-10T11:44:23.592538
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135612964630127,True,41.17,0.84,0.2,0.0,0.35,2025-12-10T11:44:31.988490
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143963098526001,True,43.95,0.82,0.2,0.0,0.35,2025-12-10T11:44:40.393272
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.119814872741699,False,106.49,0.63,0.2,0.0,0.35,2025-12-10T11:44:48.755460
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,['AES_256_GCM'],[],6.138417720794678,True,49.03,0.58,0.1,0.0,0.45,2025-12-10T11:44:57.136115
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.10908317565918,True,21.06,0.35,0.2,0.0,0.73,2025-12-10T11:45:05.494219
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.159397840499878,False,87.35,0.41,0.2,0.0,0.35,2025-12-10T11:45:13.889153
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.120863676071167,True,19.98,0.47,0.2,0.0,0.35,2025-12-10T11:45:22.253053
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.120687246322632,False,104.91,0.39,0.1,0.05,0.475,2025-12-10T11:45:30.616298
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.131076812744141,True,56.16,0.77,0.25,0.0,0.68,2025-12-10T11:45:39.492659
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139404058456421,True,116.95,1.0,0.25,0.0,0.3,2025-12-10T11:45:47.888500
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.098190069198608,True,97.41,1.0,0.25,0.0,0.3,2025-12-10T11:45:56.232948
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.142652750015259,False,280.0,1.0,0.25,0.0,0.3,2025-12-10T11:46:04.625202
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.13693380355835,True,104.63,1.0,0.25,0.0,0.3,2025-12-10T11:46:13.011108
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13872766494751,True,25.12,0.63,0.2,0.0,0.73,2025-12-10T11:46:21.394359
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1449134349823,True,43.52,0.8,0.2,0.0,0.35,2025-12-10T11:46:29.777717
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.0981056690216064,False,116.16,0.8,0.2,0.0,0.35,2025-12-10T11:46:38.134384
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133774757385254,True,43.07,0.84,0.2,0.0,0.35,2025-12-10T11:46:46.495535
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141839027404785,False,126.63,0.8,0.2,0.0,0.35,2025-12-10T11:46:54.883448
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135301351547241,False,156.63,0.81,0.2,0.0,0.35,2025-12-10T11:47:03.278092
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1274049282073975,False,259.42,1.0,0.25,0.0,0.3,2025-12-10T11:47:11.637823
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140872240066528,True,32.93,0.79,0.2,0.0,0.35,2025-12-10T11:47:20.032391
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138168573379517,False,105.57,0.81,0.2,0.0,0.35,2025-12-10T11:47:28.412474
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.153655529022217,False,153.19,0.6,0.2,0.0,0.35,2025-12-10T11:47:36.824231
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131139755249023,True,48.96,0.56,0.2,0.0,0.35,2025-12-10T11:47:45.216252
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.122657299041748,True,13.58,0.34,0.2,0.0,0.73,2025-12-10T11:47:53.585450
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.114530086517334,True,26.84,0.45,0.2,0.0,0.35,2025-12-10T11:48:01.932633
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1186816692352295,True,36.34,0.47,0.2,0.0,0.35,2025-12-10T11:48:10.284938
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.135365962982178,True,43.74,0.41,0.1,0.05,0.475,2025-12-10T11:48:18.660458
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.12537407875061,True,41.97,0.82,0.25,0.0,0.68,2025-12-10T11:48:27.530690
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.130958795547485,False,279.95,1.0,0.25,0.0,0.3,2025-12-10T11:48:35.921316
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.112176179885864,False,237.09,1.0,0.25,0.0,0.3,2025-12-10T11:48:44.265592
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139464855194092,False,247.25,1.0,0.25,0.0,0.3,2025-12-10T11:48:52.649222
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.105144023895264,False,274.16,1.0,0.25,0.0,0.3,2025-12-10T11:49:00.998411
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.109192848205566,False,137.47,0.61,0.2,0.0,0.73,2025-12-10T11:49:09.359387
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1263511180877686,True,61.26,0.8,0.2,0.0,0.35,2025-12-10T11:49:17.731148
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138118028640747,False,108.81,0.83,0.2,0.0,0.35,2025-12-10T11:49:26.127507
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.151817798614502,False,124.19,0.8,0.2,0.0,0.35,2025-12-10T11:49:34.537639
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138048410415649,False,157.18,0.8,0.2,0.0,0.35,2025-12-10T11:49:42.920492
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['HYBRID_RSA_PQC', 'AES_256_GCM']",[],6.130846977233887,True,63.16,0.8,0.1,0.05,0.475,2025-12-10T11:49:51.315054
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.118035316467285,False,303.27,1.0,0.25,0.0,0.3,2025-12-10T11:49:59.678384
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.113539934158325,False,140.96,0.84,0.2,0.0,0.35,2025-12-10T11:50:08.045895
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.109004259109497,True,54.6,0.84,0.2,0.0,0.35,2025-12-10T11:50:16.386998
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1321141719818115,False,117.28,0.65,0.2,0.0,0.35,2025-12-10T11:50:24.777753
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.153783321380615,True,52.74,0.59,0.2,0.0,0.35,2025-12-10T11:50:33.151445
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.101464748382568,True,23.37,0.36,0.2,0.0,0.73,2025-12-10T11:50:41.516134
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139230251312256,False,116.44,0.41,0.2,0.0,0.35,2025-12-10T11:50:49.900298
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.136219024658203,True,41.01,0.48,0.2,0.0,0.35,2025-12-10T11:50:58.277479
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.150332927703857,True,42.92,0.38,0.1,0.05,0.475,2025-12-10T11:51:06.682957
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.133933782577515,True,39.54,0.78,0.25,0.0,0.68,2025-12-10T11:51:15.562392
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.128283500671387,True,101.55,1.0,0.25,0.0,0.3,2025-12-10T11:51:23.938862
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.142977476119995,False,226.63,1.0,0.25,0.0,0.3,2025-12-10T11:51:32.342489
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.10662841796875,False,204.96,1.0,0.25,0.0,0.3,2025-12-10T11:51:40.680078
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.130249977111816,False,296.46,1.0,0.25,0.0,0.3,2025-12-10T11:51:49.058740
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.116911888122559,True,32.46,0.62,0.2,0.0,0.73,2025-12-10T11:51:57.434478
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130028486251831,False,153.29,0.84,0.2,0.0,0.35,2025-12-10T11:52:05.808361
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.149484395980835,False,107.32,0.83,0.2,0.0,0.35,2025-12-10T11:52:14.202269
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139589548110962,True,41.97,0.81,0.2,0.0,0.35,2025-12-10T11:52:22.560925
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142662048339844,False,166.85,0.83,0.2,0.0,0.35,2025-12-10T11:52:30.938175
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['AES_192', 'AES_256_GCM']",[],6.1335673332214355,False,158.39,0.8,0.1,0.05,0.475,2025-12-10T11:52:39.318627
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.14421820640564,False,281.82,1.0,0.25,0.0,0.3,2025-12-10T11:52:47.689746
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141603708267212,True,43.09,0.8,0.2,0.0,0.35,2025-12-10T11:52:56.073961
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133402585983276,False,108.58,0.83,0.2,0.0,0.35,2025-12-10T11:53:04.469989
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['FALLBACK_AES', 'AES_256_GCM']",[],6.11377739906311,True,44.54,0.65,0.1,0.05,0.475,2025-12-10T11:53:12.846163
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1249237060546875,False,107.41,0.58,0.2,0.0,0.35,2025-12-10T11:53:21.236052
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1499810218811035,True,20.34,0.36,0.2,0.0,0.73,2025-12-10T11:53:29.633806
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.156093120574951,False,100.07,0.42,0.2,0.0,0.35,2025-12-10T11:53:38.046390
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138283729553223,True,23.62,0.45,0.2,0.0,0.35,2025-12-10T11:53:46.419414
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.141887187957764,False,111.69,0.38,0.1,0.05,0.475,2025-12-10T11:53:54.822291
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139328718185425,True,41.43,0.77,0.25,0.0,0.68,2025-12-10T11:54:03.693266
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.117565393447876,False,198.64,1.0,0.25,0.0,0.3,2025-12-10T11:54:12.053972
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.098916530609131,False,235.42,1.0,0.25,0.0,0.3,2025-12-10T11:54:20.411254
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.119672060012817,False,226.39,1.0,0.25,0.0,0.3,2025-12-10T11:54:28.781925
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.119586706161499,False,192.89,1.0,0.25,0.0,0.3,2025-12-10T11:54:37.159262
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.126687049865723,True,34.64,0.6,0.2,0.0,0.73,2025-12-10T11:54:45.523611
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.122824192047119,False,126.84,0.84,0.2,0.0,0.35,2025-12-10T11:54:53.893726
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.156365156173706,False,128.14,0.8,0.2,0.0,0.35,2025-12-10T11:55:02.275732
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134471654891968,False,164.6,0.81,0.2,0.0,0.35,2025-12-10T11:55:10.644708
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130186557769775,False,168.12,0.79,0.2,0.0,0.35,2025-12-10T11:55:19.010725
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1260826587677,False,171.21,0.81,0.2,0.0,0.35,2025-12-10T11:55:27.394005
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1085944175720215,False,244.23,1.0,0.25,0.0,0.3,2025-12-10T11:55:35.748223
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138737916946411,False,146.29,0.8,0.2,0.0,0.35,2025-12-10T11:55:44.136314
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1481547355651855,False,140.42,0.8,0.2,0.0,0.35,2025-12-10T11:55:52.530411
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.156866550445557,True,31.67,0.64,0.2,0.0,0.35,2025-12-10T11:56:00.919362
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130376577377319,False,111.19,0.57,0.2,0.0,0.35,2025-12-10T11:56:09.296299
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.121556997299194,True,16.87,0.35,0.2,0.0,0.73,2025-12-10T11:56:17.649099
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1241700649261475,False,79.41,0.4,0.2,0.0,0.35,2025-12-10T11:56:26.020009
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.138857364654541,False,84.75,0.47,0.2,0.0,0.35,2025-12-10T11:56:34.405422
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.106478929519653,False,104.33,0.37,0.1,0.05,0.475,2025-12-10T11:56:42.747144
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.149129390716553,True,36.72,0.77,0.25,0.0,0.68,2025-12-10T11:56:51.633250
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.151904821395874,False,285.5,1.0,0.25,0.0,0.3,2025-12-10T11:57:00.027081
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1550517082214355,True,66.06,1.0,0.25,0.0,0.3,2025-12-10T11:57:08.439254
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.144938230514526,True,87.73,1.0,0.25,0.0,0.3,2025-12-10T11:57:16.817945
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.139379024505615,False,218.12,1.0,0.25,0.0,0.3,2025-12-10T11:57:25.215583
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145639181137085,True,27.91,0.61,0.2,0.0,0.73,2025-12-10T11:57:33.594315
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.099476337432861,True,68.21,0.83,0.2,0.0,0.35,2025-12-10T11:57:41.938732
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142969131469727,False,115.03,0.84,0.2,0.0,0.35,2025-12-10T11:57:50.322606
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.101444244384766,False,165.78,0.81,0.2,0.0,0.35,2025-12-10T11:57:58.682075
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124216318130493,False,132.23,0.83,0.2,0.0,0.35,2025-12-10T11:58:07.049920
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1412646770477295,True,64.26,0.84,0.2,0.0,0.35,2025-12-10T11:58:15.421521
